"Excel Table 7: Differentially variable positions (p < 0.05) within the Bangladesh 450K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg04309258,0.16,0.001,1.000,1.00,chr1,247267873,ZNF669;ZNF669,TSS200;TSS200
cg06139644,-0.10,0.001,1.000,1.00,chr12,10826950,STYK1,TSS200
cg04785083,0.24,0.001,1.000,1.00,chr1,9031262,CA6,Body
cg02185666,0.13,0.001,1.000,1.00,chr2,206549667,NRP2;NRP2;NRP2;NRP2;NRP2;NRP2,Body;Body;Body;Body;Body;Body
cg12806681,0.30,0.001,1.000,1.00,chr5,368394,AHRR,Body
cg23733394,-0.73,0.001,1.000,1.00,chr1,839752,,
cg22829821,0.15,0.001,1.000,1.00,chr6,30434421,,
cg18369007,0.23,0.001,1.000,1.00,chr1,35497073,ZMYM6,5'UTR
cg08575722,-0.17,0.001,1.000,1.00,chr11,32421845,WT1;WT1;WT1;WT1,Body;Body;Body;Body
cg21185289,0.35,0.001,1.000,1.00,chr2,74743437,TLX2,3'UTR
cg02645135,-0.37,0.001,1.000,1.00,chr16,69516238,,
cg27513890,0.15,0.001,1.000,1.00,chr21,47401406,COL6A1,TSS1500
cg19055369,-0.13,0.001,1.000,1.00,chr17,18243551,SHMT1;SHMT1,Body;Body
cg21495139,0.46,0.001,1.000,1.00,chr14,105070749,TMEM179,Body
cg06005197,0.29,0.001,1.000,1.00,chr11,58612853,GLYATL2,TSS1500
cg02173486,0.20,0.001,1.000,1.00,chr15,100882527,ADAMTS17,TSS1500
cg02464098,-0.11,0.001,1.000,1.00,chr8,26240309,BNIP3L,TSS1500
cg09113614,0.16,0.001,1.000,1.00,chr22,18235080,BID;BID;BID,5'UTR;5'UTR;Body
cg07701018,0.24,0.001,1.000,1.00,chr8,82193460,FABP5,Body
cg13732677,-0.11,0.001,1.000,1.00,chr9,101017931,TBC1D2;TBC1D2,1stExon;5'UTR
cg15705999,-0.19,0.001,1.000,1.00,chr3,125093863,ZNF148,5'UTR
cg19915185,-0.21,0.001,1.000,1.00,chr7,130081158,TSGA14,TSS1500
cg14212504,-0.33,0.001,1.000,1.00,chr3,128564815,,
cg08345626,0.12,0.001,1.000,1.00,chr15,73415080,NEO1,Body
cg25762262,-0.15,0.001,1.000,1.00,chr3,194056482,,
cg13344470,0.22,0.001,1.000,1.00,chr11,61163293,TMEM216,Body
cg21272454,-0.19,0.001,1.000,1.00,chr6,32096093,ATF6B;ATF6B,TSS200;TSS200
cg01834027,0.18,0.001,1.000,1.00,chr1,29240256,EPB41;EPB41;EPB41;EPB41;EPB41;EPB41,5'UTR;5'UTR;5'UTR;TSS1500;5'UTR;5'UTR
cg26666107,0.13,0.001,1.000,1.00,chr1,55505073,PCSK9,TSS200
cg16350314,0.16,0.001,1.000,1.00,chr8,27169081,TRIM35;PTK2B;PTK2B;PTK2B;PTK2B,TSS1500;5'UTR;5'UTR;1stExon;1stExon
cg16359050,-0.11,0.001,1.000,1.00,chr17,11901031,ZNF18,TSS1500
cg22343299,0.15,0.001,1.000,1.00,chr1,1024513,C1orf159,Body
cg22733073,0.25,0.001,1.000,1.00,chr5,138677077,PAIP2;PAIP2,TSS1500;TSS1500
cg18278744,0.12,0.001,1.000,1.00,chr6,32085092,ATF6B;ATF6B,Body;Body
cg13929566,-0.16,0.001,1.000,1.00,chr6,152958173,SYNE1;SYNE1,5'UTR;TSS200
cg26342147,0.12,0.001,1.000,1.00,chr10,119295827,EMX2OS,Body
cg04786287,0.18,0.001,1.000,1.00,chr16,54970523,,
cg16395123,0.16,0.001,1.000,1.00,chr4,25865284,SEL1L3,TSS1500
cg22027267,0.24,0.001,1.000,1.00,chr7,51544518,,
cg26327442,0.24,0.001,1.000,1.00,chr11,82447767,,
cg16518348,-0.19,0.001,1.000,1.00,chr8,1281696,,
cg26839252,0.25,0.001,1.000,1.00,chr6,160211577,TCP1;MRPL18;TCP1;MRPL18,TSS1500;1stExon;TSS1500;5'UTR
cg11605750,0.17,0.001,1.000,1.00,chr13,114251402,TFDP1;TFDP1,Body;Body
cg24499605,0.23,0.001,1.000,1.00,chr1,3142925,PRDM16;PRDM16,Body;Body
cg16886672,-0.12,0.001,1.000,1.00,chr17,79668281,HGS,Body
cg02616647,0.18,0.001,1.000,1.00,chr4,14446755,,
cg20306863,0.30,0.001,1.000,1.00,chr1,3593812,TP73,5'UTR
cg26905768,0.28,0.001,1.000,1.00,chr7,34098803,BMPER,Body
cg25087589,0.22,0.001,1.000,1.00,chr12,125694144,,
cg06078892,-0.14,0.001,1.000,1.00,chr8,25836544,EBF2,Body
cg04996355,0.17,0.001,1.000,1.00,chr5,148206108,ADRB2,TSS200
cg05159145,-0.28,0.001,1.000,1.00,chr2,26205493,KIF3C,TSS200
cg20071523,0.30,0.001,1.000,1.00,chr14,92587725,CPSF2;NDUFB1,TSS1500;Body
cg05371908,0.26,0.001,1.000,1.00,chr1,64899587,,
cg12439527,0.17,0.001,1.000,1.00,chr15,75649017,MAN2C1,Body
cg14878320,0.12,0.001,1.000,1.00,chr19,32836510,ZNF507;ZNF507,TSS200;TSS200
cg04513146,0.20,0.001,1.000,1.00,chr15,99525812,LOC145814;LOC145814,Body;5'UTR
cg20655220,0.14,0.001,1.000,1.00,chr5,102246737,PAM;PAM;PAM;PAM,Body;Body;Body;Body
cg04063615,0.36,0.001,1.000,1.00,chr12,132293388,,
cg13409174,0.16,0.001,1.000,1.00,chr2,61352525,KIAA1841,Body
cg13235992,-0.14,0.001,1.000,1.00,chr1,156736799,PRCC;PRCC,TSS1500;TSS1500
cg04977376,-0.21,0.001,1.000,1.00,chr1,246457244,SMYD3;SMYD3,Body;Body
cg06216634,-0.17,0.001,1.000,1.00,chr10,73768115,CHST3,Body
cg02159643,0.17,0.001,1.000,1.00,chr16,2816725,SRRM2,Body
cg13319197,0.22,0.001,1.000,1.00,chr11,46142000,PHF21A;PHF21A,5'UTR;5'UTR
cg23243652,0.25,0.001,1.000,1.00,chr5,72921812,RGNEF,TSS200
cg04181261,0.26,0.001,1.000,1.00,chr19,18723567,TMEM59L,TSS200
cg18059699,0.23,0.001,1.000,1.00,chr3,45467287,LARS2,Body
cg12302829,0.18,0.001,1.000,1.00,chr15,63341214,TPM1;TPM1;TPM1;TPM1;TPM1;TPM1;TPM1,Body;Body;Body;Body;Body;Body;Body
cg03609308,0.16,0.001,1.000,1.00,chr1,3664084,KIAA0495,TSS200
cg11748081,-0.17,0.001,1.000,1.00,chr10,126078066,,
cg05207415,-0.13,0.001,1.000,1.00,chr14,103851218,MARK3;MARK3;MARK3;MARK3;MARK3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg16553796,0.33,0.001,1.000,1.00,chr18,78005475,PARD6G,TSS200
cg03211283,0.15,0.001,1.000,1.00,chr22,31893096,SFI1;SFI1,5'UTR;5'UTR
cg04965987,0.19,0.001,1.000,1.00,chr21,38378539,DSCR6,TSS1500
cg03964208,0.13,0.001,1.000,1.00,chr10,132461229,,
cg17493727,0.16,0.001,1.000,1.00,chr6,108169872,,
cg22793860,-0.30,0.001,1.000,1.00,chr7,98030482,BAIAP2L1,TSS200
cg25492213,0.26,0.001,1.000,1.00,chr13,41500614,,
cg00996315,0.21,0.001,1.000,1.00,chr17,42977550,EFTUD2;CCDC103;EFTUD2,TSS1500;5'UTR;TSS1500
cg21831451,0.11,0.001,1.000,1.00,chr1,203831055,SNRPE,Body
cg20627572,0.28,0.001,1.000,1.00,chr2,239991813,HDAC4,Body
cg08763422,0.16,0.001,1.000,1.00,chr4,1960364,WHSC1;WHSC1;WHSC1;WHSC1,Body;Body;Body;Body
cg14883916,0.28,0.001,1.000,1.00,chr11,6947541,ZNF215,TSS200
cg17051178,0.18,0.001,1.000,1.00,chr15,41963816,MGA;MGA,Body;Body
cg14575656,-0.23,0.001,1.000,1.00,chr6,26330584,,
cg08228249,0.17,0.001,1.000,1.00,chr22,22062300,YPEL1,Body
cg07921092,-0.47,0.001,1.000,1.00,chr1,65886266,LEPR;LEPROT;LEPR;LEPR;LEPR;LEPR;LEPR;LEPROT,1stExon;5'UTR;5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon
cg03310453,-0.14,0.001,1.000,1.00,chr12,111180513,PPP1CC;PPP1CC,1stExon;5'UTR
cg09585968,0.19,0.001,1.000,1.00,chr11,17713884,,
cg04637704,0.68,0.001,1.000,1.00,chr7,128696180,LOC286016;TNPO3,Body;TSS1500
cg08168431,0.21,0.001,1.000,1.00,chr1,55230707,PARS2,TSS1500
cg15363887,0.46,0.001,1.000,1.00,chr11,57414557,YPEL4,Body
cg10902432,0.19,0.001,1.000,1.00,chr16,19565565,C16orf62,TSS1500
cg09132388,0.50,0.001,1.000,1.00,chr7,150217030,GIMAP7,5'UTR
cg08849613,0.17,0.001,1.000,1.00,chr1,31468118,PUM1;PUM1,Body;Body
cg14984341,0.19,0.001,1.000,1.00,chr2,97136729,,
cg19713209,-0.16,0.001,1.000,1.00,chr6,32939729,BRD2;BRD2,5'UTR;5'UTR
cg10951305,-0.27,0.001,1.000,1.00,chr6,31510149,BAT1;BAT1;SNORD84;BAT1;BAT1,1stExon;5'UTR;TSS1500;1stExon;5'UTR
cg00725778,0.23,0.001,1.000,1.00,chr6,157975390,ZDHHC14;ZDHHC14,Body;Body
cg18315792,0.18,0.001,1.000,1.00,chr6,92126533,,
cg15894389,-0.34,0.001,1.000,1.00,chr13,47470857,HTR2A;HTR2A;HTR2A,1stExon;1stExon;5'UTR
cg17609948,-0.22,0.001,1.000,1.00,chr10,1668625,ADARB2,Body
cg24478765,-0.20,0.001,1.000,1.00,chr17,32919301,TMEM132E,Body
cg05761734,0.18,0.001,1.000,1.00,chr11,128623456,FLI1;FLI1,Body;5'UTR
cg06053805,-0.33,0.001,1.000,1.00,chr11,108093413,ATM;NPAT,TSS200;TSS200
cg03872655,0.15,0.001,1.000,1.00,chr12,133168990,,
cg07436864,0.15,0.001,1.000,1.00,chr20,17547716,,
cg16639665,0.17,0.001,1.000,1.00,chr11,133402497,OPCML,TSS200
cg05650719,0.34,0.001,1.000,1.00,chr12,132293520,,
cg11395890,0.16,0.001,1.000,1.00,chr1,15712019,FHAD1,Body
cg00305071,0.18,0.001,1.000,1.00,chr1,34504017,CSMD2,Body
cg04245873,0.14,0.001,1.000,1.00,chr15,63796130,USP3,TSS1500
cg08675193,0.39,0.001,1.000,1.00,chr3,186080245,DGKG;DGKG;DGKG,TSS1500;TSS1500;TSS1500
cg04898765,0.20,0.001,1.000,1.00,chr4,139484268,,
cg13375690,0.20,0.001,1.000,1.00,chr8,66706202,PDE7A,Body
cg22475693,0.16,0.001,1.000,1.00,chr12,112820488,,
cg11662745,0.13,0.001,1.000,1.00,chr5,146020768,PPP2R2B;PPP2R2B;PPP2R2B;PPP2R2B;PPP2R2B;PPP2R2B;PPP2R2B,Body;Body;Body;Body;Body;Body;Body
cg04731810,0.41,0.001,1.000,1.00,chr3,148804727,HLTF;HLTF,TSS1500;TSS1500
cg14274759,-0.13,0.001,1.000,1.00,chr2,43999864,DYNC2LI1;DYNC2LI1;DYNC2LI1,TSS1500;TSS1500;TSS1500
cg13671601,0.22,0.001,1.000,1.00,chr22,31218741,OSBP2,Body
cg10099638,0.12,0.001,1.000,1.00,chr21,47517484,COL6A2;COL6A2;COL6A2,TSS1500;TSS1500;TSS1500
cg14708401,-0.27,0.001,1.000,1.00,chr3,4715031,ITPR1;ITPR1;ITPR1,Body;Body;Body
cg00509507,-0.14,0.001,1.000,1.00,chr19,56028542,SSC5D,Body
cg23092777,-0.16,0.001,1.000,1.00,chr12,72057772,ZFC3H1;THAP2,TSS200;TSS200
cg16793498,0.38,0.001,1.000,1.00,chr2,242041714,MTERFD2;MTERFD2;MTERFD2;MTERFD2;MTERFD2,Body;1stExon;5'UTR;Body;Body
cg13448968,-0.12,0.001,1.000,1.00,chr2,220406543,CHPF,Body
cg26910280,-0.17,0.001,1.000,1.00,chr17,8124658,C17orf44,Body
cg13907049,0.34,0.001,1.000,1.00,chr19,1753623,ONECUT3,TSS200
cg12024328,0.53,0.001,1.000,1.00,chr6,32937406,BRD2;BRD2,TSS1500;5'UTR
cg00326300,0.16,0.001,1.000,1.00,chr1,33772032,,
cg26467774,0.34,0.001,1.000,1.00,chr3,47323578,KIF9;KIF9;KLHL18;KIF9,5'UTR;5'UTR;TSS1500;5'UTR
cg14547644,0.19,0.001,1.000,1.00,chr6,28411285,ZSCAN23,TSS200
cg17466768,-0.17,0.001,1.000,1.00,chr2,25194156,DNAJC27,Body
cg09957933,-0.17,0.001,1.000,1.00,chr15,57065793,,
cg22340526,0.19,0.001,1.000,1.00,chr7,153586207,DPP6,Body
cg04070995,0.23,0.001,1.000,1.00,chr10,100227617,HPSE2;HPSE2;HPSE2;HPSE2,Body;Body;Body;Body
cg10590842,-0.11,0.001,1.000,1.00,chr4,149083955,NR3C2;NR3C2,Body;Body
cg07057636,-0.21,0.001,1.000,1.00,chr2,38303504,CYP1B1,TSS200
cg20713333,-0.14,0.001,1.000,1.00,chr4,100484892,RG9MTD2;MTTP;RG9MTD2;RG9MTD2,5'UTR;TSS1500;5'UTR;TSS200
cg00386456,0.17,0.001,1.000,1.00,chr19,49926070,PTH2,Body
cg16101346,0.24,0.001,1.000,1.00,chr1,186650479,PTGS2,TSS1500
cg24702253,1.09,0.001,1.000,1.00,chr11,3240068,MRGPRG;C11orf36,TSS200;Body
cg00736283,0.13,0.001,1.000,1.00,chr19,14247601,ASF1B,TSS200
cg14171882,-0.34,0.001,1.000,1.00,chr7,48019441,HUS1,TSS200
cg21859594,0.34,0.001,1.000,1.00,chr12,4872801,GALNT8,Body
cg07234199,-0.24,0.001,1.000,1.00,chr20,37059825,LOC388796;LOC388796;SNORA71C,Body;Body;TSS1500
cg10628465,0.48,0.001,1.000,1.00,chr10,135113384,TUBGCP2,Body
cg02844611,0.16,0.001,1.000,1.00,chr3,183273894,KLHL6,TSS1500
cg20964248,0.26,0.001,1.000,1.00,chr11,111564787,SIK2,Body
cg08203849,-0.22,0.001,1.000,1.00,chr10,126683336,CTBP2;CTBP2;CTBP2,Body;Body;Body
cg05588798,0.13,0.001,1.000,1.00,chr12,120156255,CIT,Body
cg24176311,0.58,0.001,1.000,1.00,chr7,128696150,LOC286016;TNPO3,Body;TSS1500
cg16379283,0.47,0.001,1.000,1.00,chr14,75801023,,
cg15310872,-0.12,0.001,1.000,1.00,chr14,100089398,,
cg19875852,-0.16,0.001,1.000,1.00,chr6,133097186,C6orf192,Body
cg10898607,-0.11,0.001,1.000,1.00,chr3,101405733,RPL24,TSS200
cg05869438,0.13,0.001,1.000,1.00,chr11,1112006,,
cg06035645,0.21,0.001,1.000,1.00,chr16,89190857,ACSF3;ACSF3;ACSF3,Body;Body;Body
cg11998497,0.25,0.001,1.000,1.00,chr2,131688028,ARHGEF4;ARHGEF4,5'UTR;5'UTR
cg18739694,0.23,0.001,1.000,1.00,chr10,23112840,,
cg08507725,0.19,0.001,1.000,1.00,chr4,8239220,SH3TC1,Body
cg22083753,0.17,0.001,1.000,1.00,chr22,42078365,NHP2L1;NHP2L1;NHP2L1,Body;1stExon;5'UTR
cg02011723,0.14,0.001,1.000,1.00,chr19,12831888,TNPO2;TNPO2;TNPO2,5'UTR;5'UTR;5'UTR
cg16658412,-0.49,0.001,1.000,1.00,chr7,1883420,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg10350492,0.18,0.001,1.000,1.00,chr5,33937673,RXFP3,1stExon
cg09674170,0.17,0.001,1.000,1.00,chr16,3062382,CLDN9,TSS200
cg24580066,0.41,0.001,1.000,1.00,chr20,18037540,OVOL2,Body
cg02489956,0.23,0.001,1.000,1.00,chr15,81282510,MESDC2,TSS1500
cg12766058,-0.12,0.001,1.000,1.00,chr6,29720894,,
cg10669424,0.18,0.001,1.000,1.00,chr3,11763340,VGLL4,TSS1500
cg18322589,0.49,0.001,1.000,1.00,chr10,123909456,TACC2;TACC2,Body;Body
cg03759239,0.15,0.001,1.000,1.00,chr1,192626671,RGS13;RGS13,Body;Body
cg04987122,0.24,0.001,1.000,1.00,chr16,2213440,TRAF7,5'UTR
cg24986915,0.12,0.001,1.000,1.00,chr5,157079825,SOX30;SOX30,TSS1500;TSS1500
cg24860169,0.22,0.001,1.000,1.00,chr1,46924753,,
cg01940235,0.26,0.001,1.000,1.00,chr22,37823648,ELFN2,TSS200
cg06613286,0.14,0.001,1.000,1.00,chr12,128850903,TMEM132C,Body
cg09553242,0.15,0.001,1.000,1.00,chr5,72597015,,
cg07975828,0.20,0.001,1.000,1.00,chr1,9256739,,
cg24746738,0.40,0.001,1.000,1.00,chr14,107284280,,
cg12788464,0.29,0.001,1.000,1.00,chr6,107438102,,
cg04458920,0.18,0.001,1.000,1.00,chr2,54483619,TSPYL6;ACYP2,TSS1500;Body
cg25225841,0.15,0.001,1.000,1.00,chr15,41039134,FAM82A2,Body
cg02999013,0.21,0.001,1.000,1.00,chr19,36195455,,
cg08816443,0.14,0.001,1.000,1.00,chr16,926409,LMF1,Body
cg01287811,0.17,0.001,1.000,1.00,chr6,71276453,C6orf57,TSS200
cg10359944,0.17,0.001,1.000,1.00,chr12,99289499,ANKS1B;ANKS1B;ANKS1B,Body;Body;Body
cg16788137,-0.12,0.001,1.000,1.00,chr7,8008242,GLCCI1,TSS200
cg19714930,-0.13,0.001,1.000,1.00,chr3,14272987,,
cg20437495,0.19,0.001,1.000,1.00,chr19,16296106,FAM32A,TSS200
cg03190702,0.13,0.001,1.000,1.00,chr8,94766888,TMEM67;TMEM67;TMEM67,TSS200;TSS200;TSS200
cg06022562,0.11,0.001,1.000,1.00,chr17,80797881,TBCD;ZNF750;ZNF750,Body;5'UTR;1stExon
cg11375139,-0.12,0.001,1.000,1.00,chr2,162163429,PSMD14,TSS1500
cg08447324,0.28,0.001,1.000,1.00,chr19,51170816,SHANK1,Body
cg09124093,0.17,0.001,1.000,1.00,chr18,59854373,PIGN;PIGN;KIAA1468,TSS200;TSS200;TSS200
cg25986240,0.08,0.001,1.000,1.00,chr4,9926439,SLC2A9;SLC2A9,Body;Body
cg07836592,-0.23,0.001,1.000,1.00,chr1,8002425,,
cg18355120,-0.22,0.001,1.000,1.00,chr15,28050623,OCA2,Body
cg03683994,-0.19,0.001,1.000,1.00,chr16,85480254,,
cg00319223,0.17,0.001,1.000,1.00,chr8,2012508,MYOM2,Body
cg21869590,-0.24,0.001,1.000,1.00,chr3,58109017,FLNB;FLNB;FLNB;FLNB,Body;Body;Body;Body
cg05344295,0.27,0.001,1.000,1.00,chr19,54411509,,
cg08117800,0.28,0.001,1.000,1.00,chr6,26195697,,
cg16423756,0.15,0.001,1.000,1.00,chr11,122526190,UBASH3B,TSS1500
cg13381718,-0.31,0.001,1.000,1.00,chr12,108955348,ISCU;ISCU;SART3,TSS1500;TSS1500;TSS200
cg03333188,0.18,0.001,1.000,1.00,chr16,49496733,,
cg09784428,0.47,0.001,1.000,1.00,chr10,134791450,,
cg24580001,0.15,0.001,1.000,1.00,chr11,64106532,CCDC88B,TSS1500
cg00577969,0.18,0.001,1.000,1.00,chr11,122156457,,
cg07879727,0.16,0.001,1.000,1.00,chr17,44896017,WNT3;WNT3,5'UTR;1stExon
cg12201110,0.16,0.001,1.000,1.00,chr5,95321963,,
cg06760423,0.23,0.001,1.000,1.00,chr7,789945,HEATR2,Body
cg22356381,0.13,0.001,1.000,1.00,chr12,81026691,PTPRQ,Body
cg21193451,0.16,0.001,1.000,1.00,chr9,128509870,PBX3;PBX3;PBX3;PBX3,1stExon;Body;TSS1500;Body
cg22685816,0.37,0.002,1.000,1.00,chr11,1036679,MUC6;MUC6,1stExon;5'UTR
cg16559302,-0.11,0.002,1.000,1.00,chr16,3604310,NLRC3,Body
cg14061946,-0.17,0.002,1.000,1.00,chr9,140188511,,
cg15896487,-0.34,0.002,1.000,1.00,chr1,166845686,TADA1,TSS200
cg10151737,-0.70,0.002,1.000,1.00,chr6,170615854,FAM120B;FAM120B,1stExon;5'UTR
cg00245613,-0.14,0.002,1.000,1.00,chr8,143326069,TSNARE1,Body
cg15612392,-0.59,0.002,1.000,1.00,chr12,74931289,LOC552889,TSS1500
cg24402067,0.15,0.002,1.000,1.00,chr1,41828101,,
cg07121900,0.12,0.002,1.000,1.00,chr13,50706912,,
cg09627276,-0.17,0.002,1.000,1.00,chr8,47326950,,
cg15059065,-0.20,0.002,1.000,1.00,chr19,17354961,NR2F6,Body
cg25623977,0.57,0.002,1.000,1.00,chr11,71163428,NADSYN1,TSS1500
cg11889145,0.13,0.002,1.000,1.00,chr8,94510681,,
cg20918484,-0.13,0.002,1.000,1.00,chr17,71308204,CDC42EP4,TSS200
cg05708114,0.18,0.002,1.000,1.00,chr9,34624587,ARID3C,Body
cg07497933,0.14,0.002,1.000,1.00,chr5,170678705,RANBP17,Body
cg23300486,0.14,0.002,1.000,1.00,chr14,103294375,TRAF3;TRAF3;TRAF3,5'UTR;5'UTR;5'UTR
cg22746765,0.36,0.002,1.000,1.00,chr11,57480041,TMX2;TMX2;MED19;TMX2;TMX2;TMX2,5'UTR;1stExon;TSS1500;5'UTR;Body;1stExon
cg18011571,0.20,0.002,1.000,1.00,chr3,179501950,USP13,3'UTR
cg15103050,0.17,0.002,1.000,1.00,chr10,90582504,ANKRD22,3'UTR
cg08532057,-0.24,0.002,1.000,1.00,chr13,25875436,NUPL1;NUPL1,TSS1500;TSS1500
cg16139401,-0.13,0.002,1.000,1.00,chr13,99852615,UBAC2;UBAC2;UBAC2,TSS200;TSS1500;TSS1500
cg15817224,0.19,0.002,1.000,1.00,chr14,53015645,TXNDC16;TXNDC16,5'UTR;5'UTR
cg21484863,0.21,0.002,1.000,1.00,chr6,21131734,CDKAL1,Body
cg06626759,-0.21,0.002,1.000,1.00,chr14,36009109,RALGAPA1;RALGAPA1,3'UTR;Body
cg00616500,0.21,0.002,1.000,1.00,chr5,176900001,DBN1;DBN1,TSS200;Body
cg10116189,0.18,0.002,1.000,1.00,chr8,41588560,ANK1;ANK1;ANK1;ANK1;ANK1,Body;Body;Body;Body;Body
cg10879765,0.21,0.002,1.000,1.00,chr10,63051890,,
cg13917004,0.13,0.002,1.000,1.00,chr19,42462874,RABAC1,Body
cg23329272,-0.68,0.002,1.000,1.00,chr5,180085924,,
cg12116164,-0.12,0.002,1.000,1.00,chr10,134219205,PWWP2B;PWWP2B,Body;Body
cg09135441,0.16,0.002,1.000,1.00,chr12,67073760,GRIP1,TSS1500
cg19723827,-0.11,0.002,1.000,1.00,chr1,236192895,NID1,Body
cg00355673,0.40,0.002,1.000,1.00,chr14,92573075,ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg20691436,-0.12,0.002,1.000,1.00,chr10,5567478,CALML3,1stExon
cg05904808,-0.17,0.002,1.000,1.00,chr5,57790494,GAPT,Body
cg03892356,0.22,0.002,1.000,1.00,chr12,54420837,HOXC4;HOXC5;HOXC6;HOXC6,5'UTR;Body;TSS1500;5'UTR
cg04239798,-0.14,0.002,1.000,1.00,chr1,159236068,,
cg13690543,0.20,0.002,1.000,1.00,chr6,31587680,BAT2,TSS1500
cg11270806,0.19,0.002,1.000,1.00,chr4,23892515,PPARGC1A,TSS1500
cg22934449,0.11,0.002,1.000,1.00,chr14,104199773,ZFYVE21,3'UTR
cg13663116,-0.15,0.002,1.000,1.00,chr9,116372034,,
cg22869239,-0.18,0.002,1.000,1.00,chr12,12420086,LRP6,TSS1500
cg12412089,-0.25,0.002,1.000,1.00,chr12,128866172,TMEM132C,Body
cg19355182,0.43,0.002,1.000,1.00,chr19,10543010,PDE4A;PDE4A;PDE4A,Body;TSS200;Body
cg10725623,0.12,0.002,1.000,1.00,chr6,32131571,EGFL8,TSS1500
cg23847415,0.46,0.002,1.000,1.00,chr17,41158696,IFI35,TSS200
cg06534376,0.17,0.002,1.000,1.00,chr6,30708863,FLOT1,Body
cg25564433,0.33,0.002,1.000,1.00,chr5,140754451,PCDHGA4;PCDHGA1;PCDHGA6;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA6;PCDHGA2;PCDHGB2;PCDHGB3,Body;Body;1stExon;Body;Body;Body;1stExon;Body;Body;Body
cg11173279,0.19,0.002,1.000,1.00,chr16,838515,CHTF18;RPUSD1,TSS200;TSS200
cg12657380,0.15,0.002,1.000,1.00,chr1,9795590,CLSTN1;CLSTN1,Body;Body
cg14291622,0.16,0.002,1.000,1.00,chr9,19127549,PLIN2;PLIN2,5'UTR;1stExon
cg27399020,0.17,0.002,1.000,1.00,chr4,25088516,,
cg22815110,0.18,0.002,1.000,1.00,chr1,63788933,FOXD3,1stExon
cg08827674,0.13,0.002,1.000,1.00,chr17,73522539,LLGL2;LLGL2;LLGL2,5'UTR;5'UTR;5'UTR
cg03991871,0.30,0.002,1.000,1.00,chr5,368447,AHRR,Body
cg16899892,0.09,0.002,1.000,1.00,chr1,53528971,PODN,Body
cg13054212,0.10,0.002,1.000,1.00,chr4,186356202,C4orf47,Body
cg09574363,0.16,0.002,1.000,1.00,chr5,147693779,SPINK7,Body
cg27196496,-0.14,0.002,1.000,1.00,chr19,8197890,FBN3,Body
cg19109570,0.30,0.002,1.000,1.00,chr18,77376639,,
cg24710886,-0.17,0.002,1.000,1.00,chr1,31538937,PUM1;PUM1,TSS1500;TSS1500
cg27294701,0.11,0.002,1.000,1.00,chr16,88107336,BANP;BANP,Body;Body
cg14159971,-0.18,0.002,1.000,1.00,chr2,239228995,TRAF3IP1;TRAF3IP1,TSS200;TSS200
cg19777824,-0.50,0.002,1.000,1.00,chr11,93276752,C11orf75,TSS1500
cg12235073,0.14,0.002,1.000,1.00,chr10,6270423,PFKFB3;PFKFB3,Body;Body
cg02855302,0.17,0.002,1.000,1.00,chr14,103453791,CDC42BPB,Body
cg25975621,-0.80,0.002,1.000,1.00,chr1,217311177,ESRRG,TSS200
cg05673098,0.23,0.002,1.000,1.00,chr3,131752709,CPNE4,5'UTR
cg00002406,-0.14,0.002,1.000,1.00,chr16,30366435,CD2BP2;CD2BP2,5'UTR;TSS200
cg02043951,0.25,0.002,1.000,1.00,chr10,126138623,NKX1-2,TSS200
cg12432526,0.30,0.002,1.000,1.00,chr17,79354702,,
cg20038647,0.11,0.002,1.000,1.00,chr10,103327994,,
cg18802022,0.12,0.002,1.000,1.00,chr10,100162831,PYROXD2,Body
cg01573747,0.64,0.002,1.000,1.00,chr19,17008740,CPAMD8,Body
cg01803049,-0.10,0.002,1.000,1.00,chr11,2417651,CD81,Body
cg14664464,0.11,0.002,1.000,1.00,chr7,156685988,LMBR1,TSS200
cg25674826,0.49,0.002,1.000,1.00,chr21,35446543,MRPS6;SLC5A3,Body;5'UTR
cg00630237,0.43,0.002,1.000,1.00,chr15,91433507,FES;FES;FES;FES,Body;Body;Body;Body
cg07452842,0.19,0.002,1.000,1.00,chr11,92599942,FAT3,Body
cg24128130,0.21,0.002,1.000,1.00,chr14,60337625,RTN1,TSS200
