"Excel Table 8: Differentially variable positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg07464924,0.64,6.32E-05,0.174,1.000,chr3,182817250,MCCC1;MCCC1,1stExon;5'UTR
cg21478123,0.38,6.32E-05,0.174,1.000,chr6,1836850,GMDS,Body
cg08614357,0.39,6.33E-05,0.174,1.000,chr11,100819889,ARHGAP42,Body
cg16614335,0.26,6.36E-05,0.175,1.000,chr11,69331458,,
cg06399786,0.31,6.42E-05,0.176,1.000,chr2,26393250,,
cg25250717,0.25,6.45E-05,0.176,1.000,chr15,61144420,RORA,Body
cg00661855,0.28,6.48E-05,0.176,1.000,chr6,3152428,BPHL;BPHL;BPHL;BPHL,Body;Body;Body;Body
cg00534624,0.50,6.52E-05,0.177,1.000,chr16,1845096,IGFALS;IGFALS;IGFALS,TSS200;TSS1500;TSS1500
cg13666005,0.32,6.59E-05,0.177,1.000,chr2,233219850,,
cg12757488,0.29,6.60E-05,0.177,1.000,chr3,4861683,ITPR1;ITPR1;ITPR1,Body;Body;Body
cg13518533,0.27,6.72E-05,0.179,1.000,chr2,42613849,,
cg26986660,0.24,6.73E-05,0.179,1.000,chr19,52209628,,
cg25322645,0.43,6.75E-05,0.179,1.000,chr10,35103875,PARD3,1stExon
cg11037512,0.28,6.77E-05,0.179,1.000,chr12,49182566,ADCY6,5'UTR
cg25984862,0.51,6.83E-05,0.179,1.000,chr13,43385644,LINC01050;LINC01050,ExonBnd;Body
cg19922905,0.34,6.83E-05,0.179,1.000,chr10,24927896,ARHGAP21,Body
cg27022209,0.37,6.85E-05,0.179,1.000,chr2,88876195,EIF2AK3,Body
cg01666985,0.40,6.92E-05,0.179,1.000,chr7,73820652,,
cg12077664,0.32,6.93E-05,0.179,1.000,chr12,125145446,,
cg01042661,0.27,6.96E-05,0.179,1.000,chr11,528750,,
cg21813418,0.61,6.96E-05,0.179,1.000,chr14,55240894,SAMD4A;SAMD4A;SAMD4A,Body;Body;Body
cg05666828,0.52,6.97E-05,0.179,1.000,chr4,146403874,SMAD1;SMAD1,TSS200;5'UTR
cg25392362,0.27,7.01E-05,0.179,1.000,chr7,100271250,GNB2,TSS200
cg10699884,-0.26,7.02E-05,0.179,1.000,chr1,21661045,ECE1,Body
cg05157266,0.23,7.05E-05,0.179,1.000,chr2,183901614,NCKAP1;NCKAP1,Body;Body
cg16415414,0.33,7.06E-05,0.179,1.000,chr11,2105152,,
cg07589654,0.46,7.07E-05,0.179,1.000,chr6,44432060,,
cg01534240,0.35,7.10E-05,0.179,1.000,chr12,46612026,SLC38A1;SLC38A1;SLC38A1;SLC38A1;SLC38A1;SLC38A1,Body;Body;Body;Body;Body;Body
cg16242604,0.30,7.18E-05,0.180,1.000,chr1,157104991,ETV3;ETV3,Body;Body
cg22237104,0.33,7.24E-05,0.181,1.000,chr17,49052915,SPAG9;SPAG9;SPAG9;SPAG9,Body;Body;Body;Body
cg10854984,0.20,7.26E-05,0.181,1.000,chr14,23298472,MRPL52;MRPL52;MRPL52;MRPL52;MRPL52;MRPL52,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg03486265,0.27,7.27E-05,0.181,1.000,chr7,77455860,PHTF2;PHTF2,5'UTR;5'UTR
cg27555525,0.21,7.30E-05,0.181,1.000,chr19,5237619,PTPRS;PTPRS;PTPRS;PTPRS,Body;Body;Body;Body
cg06221539,0.28,7.34E-05,0.181,1.000,chr9,135821170,TSC1;TSC1;TSC1;GFI1B,TSS1500;TSS1500;TSS1500;5'UTR
cg07856295,0.81,7.38E-05,0.182,1.000,chr2,17827529,VSNL1,Body
cg02007463,0.27,7.41E-05,0.182,1.000,chr12,56101543,ITGA7;ITGA7;ITGA7;ITGA7;ITGA7,1stExon;Body;5'UTR;1stExon;5'UTR
cg02098905,0.25,7.46E-05,0.182,1.000,chr8,119759090,,
cg10313065,0.26,7.47E-05,0.182,1.000,chr2,240844993,,
cg16359214,0.48,7.48E-05,0.182,1.000,chr17,50012520,CA10;CA10;CA10,Body;Body;Body
cg11002075,0.76,7.54E-05,0.183,1.000,chr21,36109491,LINC00160,TSS200
cg05306815,0.25,7.57E-05,0.183,1.000,chr11,44857185,TSPAN18,5'UTR
cg11519760,0.58,7.65E-05,0.183,1.000,chr6,170597494,DLL1,Body
cg07190921,0.38,7.66E-05,0.183,1.000,chr16,1845113,IGFALS;IGFALS;IGFALS,TSS1500;TSS1500;TSS1500
cg09279236,0.33,7.67E-05,0.183,1.000,chr3,177892840,,
cg00829406,0.35,7.75E-05,0.185,1.000,chr12,69864003,FRS2;FRS2,TSS200;TSS200
cg02978938,0.27,7.82E-05,0.185,1.000,chr10,73036974,UNC5B;UNC5B,Body;Body
cg16817981,0.30,7.82E-05,0.185,1.000,chr9,97806780,C9orf3;C9orf3,Body;Body
cg25024311,0.22,7.88E-05,0.185,1.000,chr15,41526446,CHP,Body
cg24399405,0.25,7.89E-05,0.185,1.000,chr16,189577,C16orf35;C16orf35,TSS1500;TSS1500
cg08456012,0.26,7.91E-05,0.185,1.000,chr18,12334511,AFG3L2,Body
cg02900744,0.25,7.93E-05,0.185,1.000,chr14,23825582,,
cg16167775,0.30,8.05E-05,0.187,1.000,chr6,36395073,PXT1,5'UTR
cg24757533,0.44,8.05E-05,0.187,1.000,chr17,74494286,RHBDF2;RHBDF2,5'UTR;5'UTR
cg14074581,0.59,8.08E-05,0.187,1.000,chr19,36232218,TMEM149,5'UTR
cg05554320,0.35,8.16E-05,0.187,1.000,chr2,1284433,SNTG2,Body
cg26426080,-1.00,8.18E-05,0.187,1.000,chr1,3039210,PRDM16;PRDM16,Body;Body
cg24249286,0.72,8.19E-05,0.187,1.000,chr11,132730997,OPCML;OPCML,Body;Body
cg18971529,0.55,8.23E-05,0.187,1.000,chr21,30391563,RWDD2B,1stExon
cg21344290,0.33,8.26E-05,0.187,1.000,chr10,101132556,CNNM1,Body
cg04979068,0.28,8.27E-05,0.187,1.000,chr10,22250765,DNAJC1,Body
cg00488740,0.28,8.29E-05,0.187,1.000,chr19,4292274,TMIGD2;TMIGD2,3'UTR;3'UTR
cg21917552,0.32,8.29E-05,0.187,1.000,chr5,78467645,,
cg15834517,0.37,8.34E-05,0.187,1.000,chr22,19929114,COMT;TXNRD2;TXNRD2,TSS200;Body;Body
cg23863797,0.38,8.39E-05,0.187,1.000,chr7,100797535,AP1S1,TSS200
cg20561968,0.20,8.40E-05,0.187,1.000,chr13,113760043,F7;F7;F7;F7,TSS200;TSS200;TSS200;TSS200
cg26257869,0.24,8.44E-05,0.187,1.000,chr19,50119332,PRR12,Body
cg11850427,0.27,8.45E-05,0.187,1.000,chr18,76478007,,
cg05496383,0.87,8.45E-05,0.187,1.000,chr3,182817381,MCCC1,TSS200
cg25623545,0.24,8.45E-05,0.187,1.000,chr19,17943313,JAK3,Body
cg09910277,0.32,8.46E-05,0.187,1.000,chr11,36131382,LDLRAD3;LDLRAD3;LDLRAD3,5'UTR;Body;Body
cg20573041,0.37,8.53E-05,0.188,1.000,chr18,8227633,PTPRM;PTPRM,Body;Body
cg26355281,0.32,8.57E-05,0.188,1.000,chr8,79932955,,
cg03728780,0.26,8.58E-05,0.188,1.000,chr1,43389725,,
cg02911387,0.25,8.65E-05,0.189,1.000,chr7,101723207,CUX1;CUX1;CUX1,Body;Body;Body
cg26825875,0.32,8.77E-05,0.190,1.000,chr14,31495700,STRN3;STRN3;AP4S1;AP4S1;AP4S1;AP4S1;AP4S1;AP4S1,TSS200;TSS200;TSS200;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg03234743,0.26,8.80E-05,0.190,1.000,chr10,45084529,,
cg06223879,0.28,8.92E-05,0.190,1.000,chr12,13099099,GPRC5D,Body
cg01879757,0.77,8.96E-05,0.190,1.000,chr17,41196368,BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1,3'UTR;3'UTR;Body;3'UTR;3'UTR;3'UTR
cg14666603,0.27,8.97E-05,0.190,1.000,chr5,167720304,WWC1;WWC1;WWC1,Body;Body;Body
cg16671138,-0.52,9.02E-05,0.190,1.000,chr14,50864320,CDKL1,TSS200
cg23436396,0.37,9.05E-05,0.190,1.000,chr1,198978799,LINC01222,Body
cg22852734,0.34,9.05E-05,0.190,1.000,chr6,133119734,C6orf192;C6orf192,5'UTR;1stExon
cg21330553,0.23,9.06E-05,0.190,1.000,chr17,72258164,,
cg01968728,0.27,9.07E-05,0.190,1.000,chr2,241609475,,
cg18847929,0.23,9.07E-05,0.190,1.000,chr1,233762250,KCNK1,Body
cg11616273,0.30,9.08E-05,0.190,1.000,chr4,106631327,GSTCD;INTS12;INTS12;GSTCD,5'UTR;TSS1500;TSS1500;TSS1500
cg07496902,0.33,9.11E-05,0.190,1.000,chr3,57314448,ASB14;ASB14,TSS1500;Body
cg02796873,0.27,9.12E-05,0.190,1.000,chr19,10056105,,
cg04071104,0.30,9.13E-05,0.190,1.000,chr3,53878642,CHDH,5'UTR
cg00761160,0.19,9.14E-05,0.190,1.000,chr2,237101955,,
cg18138484,0.23,9.33E-05,0.193,1.000,chr11,67291026,CABP2;CABP2,TSS200;TSS200
cg13702593,0.26,9.34E-05,0.193,1.000,chr16,71963404,IST1;IST1;IST1;IST1;IST1;IST1,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg25759366,0.39,9.40E-05,0.194,1.000,chr6,30526264,PRR3;PRR3;GNL1,Body;Body;TSS1500
cg26986210,0.20,9.44E-05,0.194,1.000,chr12,107889185,BTBD11,Body
cg15515615,0.27,9.49E-05,0.194,1.000,chr9,100365870,TSTD2,Body
cg13091923,0.20,9.50E-05,0.194,1.000,chr11,12147260,MICAL2;MICAL2;MICAL2,5'UTR;5'UTR;5'UTR
cg13869971,-0.24,9.52E-05,0.194,1.000,chr19,36036128,TMEM147;GAPDHS,TSS1500;3'UTR
cg17727469,0.31,9.54E-05,0.194,1.000,chr2,242293577,,
cg23811096,0.28,9.62E-05,0.195,1.000,chr1,33502772,AK2;AK2,TSS1500;TSS1500
cg01623984,0.30,9.65E-05,0.195,1.000,chr12,120632437,GCN1L1,Body
cg01860311,-0.31,9.71E-05,0.195,1.000,chr15,33494179,,
cg11845274,0.27,9.73E-05,0.195,1.000,chr11,9037902,,
cg15731752,0.27,9.73E-05,0.195,1.000,chr10,134920438,GPR123,Body
cg00745132,0.29,9.75E-05,0.195,1.000,chr2,234890944,TRPM8,Body
cg04066121,0.26,9.80E-05,0.195,1.000,chr8,103401462,UBR5;UBR5,Body;Body
cg23388390,0.27,9.81E-05,0.195,1.000,chr14,77787535,GSTZ1;POMT2;GSTZ1;GSTZ1,Body;TSS1500;Body;TSS200
cg01464730,0.75,9.82E-05,0.195,1.000,chr17,78809873,RPTOR;RPTOR,Body;Body
cg15725542,-0.27,9.96E-05,0.196,1.000,chr1,7990871,TNFRSF9,Body
cg24924776,0.34,9.98E-05,0.196,1.000,chr2,182882990,PPP1R1C;PPP1R1C;PPP1R1C;PPP1R1C;PPP1R1C,Body;Body;Body;Body;Body
cg10504741,0.32,1.00E-04,0.196,1.000,chr9,116971642,MIR455;COL27A1,TSS200;Body
cg09570250,0.28,1.00E-04,0.196,1.000,chr4,110676767,CFI,Body
cg22146903,0.31,1.00E-04,0.196,1.000,chr22,31032276,SLC35E4;SLC35E4,5'UTR;1stExon
cg06405627,0.49,1.01E-04,0.197,1.000,chr2,11166106,,
cg23901063,0.80,1.01E-04,0.197,1.000,chr10,62704070,RHOBTB1;RHOBTB1;RHOBTB1;RHOBTB1,Body;TSS200;Body;TSS200
cg10983544,0.71,1.01E-04,0.197,1.000,chr1,248020377,TRIM58,TSS200
cg11621586,1.54,1.02E-04,0.199,1.000,chr10,70884670,VPS26A;VPS26A,Body;Body
cg09677570,0.57,1.03E-04,0.199,1.000,chr19,8477933,MARCH2;MARCH2;MARCH2,TSS1500;TSS1500;TSS1500
cg22223114,0.30,1.04E-04,0.199,1.000,chr12,79644153,SYT1;SYT1;SYT1;SYT1,Body;Body;Body;Body
cg14303000,0.99,1.04E-04,0.199,1.000,chr1,207494872,CD55;CD55;CD55;CD55;CD55;CD55;CD55;CD55;CD55;CD55;CD55,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon;Body
cg17945004,0.27,1.04E-04,0.199,1.000,chr17,58984873,BCAS3;BCAS3,Body;Body
cg03710092,0.27,1.04E-04,0.199,1.000,chr1,1500280,SSU72;SSU72,ExonBnd;Body
cg04197086,0.44,1.04E-04,0.199,1.000,chr13,112626876,,
cg16255279,0.26,1.04E-04,0.199,1.000,chr1,1262717,GLTPD1,Body
cg19936497,0.28,1.05E-04,0.199,1.000,chr11,77430902,RSF1,Body
cg24149024,0.30,1.05E-04,0.199,1.000,chr7,69397778,AUTS2;AUTS2;AUTS2,Body;Body;Body
cg07058086,0.66,1.05E-04,0.199,1.000,chr8,29120186,KIF13B,Body
cg18239175,0.48,1.06E-04,0.201,1.000,chr11,94234942,,
cg10632429,0.32,1.08E-04,0.202,1.000,chr13,51484248,RNASEH2B;RNASEH2B,1stExon;1stExon
cg16515523,0.32,1.08E-04,0.202,1.000,chr1,171811529,DNM3;DNM3,Body;Body
cg03196680,0.30,1.08E-04,0.202,1.000,chr14,59953221,JKAMP;JKAMP;JKAMP;JKAMP;JKAMP;JKAMP,5'UTR;Body;Body;Body;Body;Body
cg25710630,0.22,1.08E-04,0.202,1.000,chr15,40685225,C15orf23;C15orf23;C15orf23,Body;Body;3'UTR
cg18813159,0.26,1.09E-04,0.202,1.000,chr11,353762,,
cg08004300,0.30,1.10E-04,0.203,1.000,chr6,26108843,HIST1H1T,TSS1500
cg18263686,0.31,1.10E-04,0.203,1.000,chr1,217804728,SPATA17;GPATCH2,1stExon;TSS1500
cg18239719,0.25,1.10E-04,0.203,1.000,chr17,8889912,,
cg00223445,0.26,1.10E-04,0.204,1.000,chr1,20988876,DDOST,TSS1500
cg00636639,0.27,1.11E-04,0.205,1.000,chr9,125027249,RBM18;MRRF;RBM18;MRRF;RBM18,TSS200;5'UTR;TSS200;5'UTR;TSS200
cg05969441,0.54,1.13E-04,0.208,1.000,chr7,41084954,,
cg18072257,0.24,1.14E-04,0.209,1.000,chr6,119254390,MCM9;MCM9,5'UTR;TSS1500
cg06926343,0.23,1.14E-04,0.209,1.000,chr8,94091210,,
cg19818750,0.67,1.15E-04,0.209,1.000,chr17,58118236,,
cg12576213,0.30,1.15E-04,0.209,1.000,chr1,6374235,ACOT7;ACOT7;ACOT7;ACOT7,Body;Body;Body;Body
cg26051938,0.28,1.15E-04,0.209,1.000,chr17,4464271,GGT6;GGT6;GGT6;GGT6;GGT6,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg04163995,0.29,1.17E-04,0.211,1.000,chr4,15870928,,
cg13694662,0.48,1.17E-04,0.211,1.000,chr9,140214551,EXD3,Body
cg23062994,0.22,1.17E-04,0.211,1.000,chr17,44117050,KANSL1;KANSL1;KANSL1;KANSL1;KANSL1;KANSL1,ExonBnd;ExonBnd;ExonBnd;Body;Body;Body
cg06088749,0.25,1.18E-04,0.211,1.000,chr12,133757556,ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg11036904,0.23,1.18E-04,0.211,1.000,chr15,35917272,DPH6-AS1,Body
cg02032423,0.30,1.19E-04,0.212,1.000,chr9,123452492,MEGF9,Body
cg03235972,0.53,1.20E-04,0.213,1.000,chr5,79287118,MTX3;MTX3;THBS4;THBS4;THBS4;THBS4,TSS200;TSS200;1stExon;1stExon;5'UTR;5'UTR
cg19318380,0.21,1.20E-04,0.213,1.000,chr19,51529902,KLK11;KLK11;KLK11;KLK11,Body;5'UTR;TSS200;5'UTR
cg08523343,0.33,1.20E-04,0.213,1.000,chr5,14872934,ANKH,TSS1500
cg02540338,0.30,1.21E-04,0.214,1.000,chr2,217243695,,
cg07041795,0.30,1.21E-04,0.214,1.000,chr1,222227333,,
cg19177125,0.28,1.22E-04,0.214,1.000,chr18,19752414,GATA6,Body
cg20870103,0.26,1.22E-04,0.214,1.000,chr7,80791833,,
cg09440129,1.18,1.22E-04,0.214,1.000,chr16,56333966,GNAO1;GNAO1,Body;Body
cg11426275,0.22,1.22E-04,0.214,1.000,chr1,43290102,ERMAP;ERMAP,TSS1500;5'UTR
cg13514641,0.31,1.23E-04,0.214,1.000,chr2,86740268,CHMP3;CHMP3;CHMP3;CHMP3;RNF103-CHMP3,Body;Body;Body;Body;Body
cg16083202,0.25,1.23E-04,0.214,1.000,chr7,127490737,SND1,Body
cg06426110,0.28,1.24E-04,0.214,1.000,chr9,6495388,UHRF2;UHRF2,Body;Body
cg09772857,0.30,1.24E-04,0.214,1.000,chr2,160913573,PLA2R1;PLA2R1,Body;Body
cg00136400,0.31,1.25E-04,0.215,1.000,chr8,144000430,CYP11B2,TSS1500
cg08289189,0.26,1.25E-04,0.215,1.000,chr22,19937277,COMT;COMT,5'UTR;TSS1500
cg04391540,0.19,1.25E-04,0.215,1.000,chr19,48048129,ZNF541,Body
cg06948937,0.31,1.25E-04,0.215,1.000,chr1,205473404,CDK18;CDK18;CDK18,TSS1500;TSS1500;TSS1500
cg08166272,0.22,1.26E-04,0.215,1.000,chr2,227663151,IRS1,1stExon
cg10937590,0.29,1.26E-04,0.215,1.000,chr2,207066710,GPR1;GPR1,5'UTR;5'UTR
cg00788025,0.27,1.26E-04,0.215,1.000,chr4,962749,DGKQ,Body
cg07019740,0.91,1.27E-04,0.215,1.000,chr22,19929205,TXNRD2;COMT,Body;TSS200
cg27419860,0.61,1.27E-04,0.215,1.000,chr15,81426477,C15orf26,TSS200
cg08844632,0.26,1.28E-04,0.216,1.000,chr1,46487578,MAST2,Body
cg22922810,-0.27,1.29E-04,0.218,1.000,chr14,97282535,VRK1,5'UTR
cg26673784,0.30,1.30E-04,0.219,1.000,chr10,80787497,LOC283050;LOC283050;LOC283050,Body;Body;Body
cg09084163,-0.55,1.30E-04,0.219,1.000,chr2,238600847,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;Body
cg10778943,0.30,1.30E-04,0.219,1.000,chr12,71204936,PTPRR,Body
cg21222185,-0.52,1.31E-04,0.219,1.000,chr11,82671295,,
cg26044542,0.28,1.32E-04,0.220,1.000,chr13,20416288,ZMYM5;ZMYM5;ZMYM5,Body;Body;Body
cg06775603,0.28,1.32E-04,0.220,1.000,chr3,131112960,,
cg20426698,0.71,1.32E-04,0.220,1.000,chr3,65960357,MAGI1;MAGI1;MAGI1,Body;Body;Body
cg26797182,0.24,1.33E-04,0.220,1.000,chr14,36414276,,
cg14032749,0.24,1.33E-04,0.220,1.000,chr12,109212452,SSH1;SSH1;SSH1,Body;Body;Body
cg14266088,0.28,1.33E-04,0.220,1.000,chr7,72845698,,
cg25158863,0.25,1.33E-04,0.220,1.000,chr8,125555035,NDUFB9;NDUFB9;NDUFB9,5'UTR;5'UTR;Body
cg07892785,0.79,1.34E-04,0.220,1.000,chr3,39851788,MYRIP,5'UTR
cg14170794,0.32,1.34E-04,0.220,1.000,chr18,76636062,,
cg17187873,0.22,1.35E-04,0.221,1.000,chr1,35893700,,
cg10831628,0.35,1.37E-04,0.223,1.000,chr9,6761547,KDM4C;KDM4C;KDM4C;KDM4C;KDM4C;KDM4C;KDM4C,5'UTR;5'UTR;5'UTR;5'UTR;Body;5'UTR;Body
cg22632663,-0.34,1.37E-04,0.223,1.000,chr12,56615932,RNF41;RNF41;RNF41,TSS200;TSS1500;TSS1500
cg01263833,0.46,1.37E-04,0.223,1.000,chr10,29811892,SVIL;SVIL,Body;Body
cg13032656,0.22,1.38E-04,0.224,1.000,chr6,137773602,,
cg27517742,0.23,1.38E-04,0.224,1.000,chr21,44351847,,
cg11170424,0.30,1.40E-04,0.226,1.000,chr13,113570979,,
cg04179587,0.36,1.41E-04,0.227,1.000,chr1,74622501,LRRIQ3,Body
cg05299486,0.28,1.41E-04,0.227,1.000,chr17,40609380,ATP6V0A1;ATP6V0A1;ATP6V0A1,TSS1500;TSS1500;TSS1500
cg21308993,0.28,1.42E-04,0.227,1.000,chr9,19901628,,
cg13553341,0.25,1.42E-04,0.227,1.000,chr2,173729218,RAPGEF4;RAPGEF4;RAPGEF4;RAPGEF4,5'UTR;5'UTR;Body;Body
cg15468564,0.26,1.42E-04,0.227,1.000,chr10,17492786,ST8SIA6,Body
cg08017326,0.32,1.43E-04,0.228,1.000,chr4,74965162,CXCL2,TSS200
cg23017594,0.26,1.44E-04,0.228,1.000,chr14,32728466,,
cg05239790,0.30,1.44E-04,0.228,1.000,chr12,123319366,HIP1R,TSS1500
cg02593924,0.42,1.45E-04,0.230,1.000,chr16,1844998,IGFALS;IGFALS;IGFALS,TSS200;TSS1500;TSS1500
cg22296808,0.19,1.46E-04,0.230,1.000,chr11,2560641,KCNQ1;KCNQ1,Body;Body
cg13409111,0.25,1.46E-04,0.230,1.000,chr6,34217744,C6orf1;C6orf1;C6orf1,TSS1500;TSS1500;TSS1500
cg00883249,1.04,1.47E-04,0.231,1.000,chr3,160116691,SMC4;SMC4;IFT80;IFT80,TSS1500;TSS1500;5'UTR;5'UTR
cg16042410,0.63,1.47E-04,0.231,1.000,chr1,4209319,,
cg21313071,0.44,1.48E-04,0.231,1.000,chr20,49640589,KCNG1,TSS1500
cg14458002,0.29,1.48E-04,0.231,1.000,chr6,45489463,RUNX2;RUNX2;RUNX2,Body;Body;Body
cg00071887,0.22,1.48E-04,0.231,1.000,chr15,74218529,LOXL1,TSS1500
cg10271851,0.38,1.48E-04,0.231,1.000,chr19,55151495,,
cg04964484,0.29,1.49E-04,0.231,1.000,chr14,88978974,PTPN21,Body
cg09974298,0.30,1.50E-04,0.233,1.000,chr2,202503750,ALS2CR4;ALS2CR4,Body;Body
cg18019938,0.29,1.50E-04,0.233,1.000,chr3,167197206,WDR49,Body
cg16028171,0.26,1.51E-04,0.233,1.000,chr13,111560076,ANKRD10,Body
cg01152052,0.20,1.51E-04,0.233,1.000,chr9,139690955,KIAA1984,Body
cg10924691,0.29,1.52E-04,0.233,1.000,chr14,21439548,,
cg15153249,0.31,1.53E-04,0.234,1.000,chr6,140984955,,
cg25895818,0.37,1.53E-04,0.234,1.000,chr16,57484779,COQ9,Body
cg01809170,0.27,1.53E-04,0.234,1.000,chr4,184040176,WWC2,Body
cg22140618,0.26,1.53E-04,0.234,1.000,chr7,139742416,PARP12;PARP12,Body;Body
cg05859465,0.25,1.55E-04,0.235,1.000,chr18,61121947,,
cg09926069,0.29,1.56E-04,0.236,1.000,chr21,24437801,,
cg02606279,0.30,1.57E-04,0.237,1.000,chr18,32717615,MAPRE2;MAPRE2;MAPRE2;MAPRE2;MAPRE2,Body;Body;Body;Body;Body
cg02605874,0.33,1.57E-04,0.237,1.000,chr4,72407885,SLC4A4;SLC4A4;SLC4A4,Body;Body;Body
cg14902763,0.25,1.57E-04,0.237,1.000,chr14,67137966,GPHN;GPHN,Body;Body
cg18761058,0.30,1.58E-04,0.238,1.000,chr11,63802973,MACROD1,Body
cg09838217,0.25,1.59E-04,0.239,1.000,chr5,179770299,GFPT2,Body
cg25942130,0.27,1.63E-04,0.244,1.000,chr2,218464799,DIRC3,Body
cg08919594,0.29,1.64E-04,0.245,1.000,chr11,111126546,C11orf53,TSS200
cg09662972,0.29,1.65E-04,0.245,1.000,chr3,73897569,,
cg16573386,0.19,1.65E-04,0.245,1.000,chr1,1334508,CCNL2;CCNL2;LOC148413;CCNL2;CCNL2,1stExon;1stExon;TSS1500;1stExon;1stExon
cg09433726,0.23,1.65E-04,0.245,1.000,chr7,158896248,VIPR2;VIPR2;VIPR2,Body;Body;Body
cg20297053,0.20,1.65E-04,0.245,1.000,chr16,410274,,
cg12585307,0.28,1.66E-04,0.245,1.000,chr3,150863298,MED12L,Body
cg12721453,0.29,1.66E-04,0.245,1.000,chr2,65018944,,
cg11692756,0.44,1.66E-04,0.245,1.000,chr7,158863262,VIPR2;VIPR2;VIPR2;VIPR2,Body;Body;Body;Body
cg13777902,0.30,1.67E-04,0.245,1.000,chr1,26140344,SEPN1;SEPN1,Body;Body
cg04980849,0.33,1.67E-04,0.245,1.000,chr15,45671347,LOC145663;GATM,Body;TSS1500
cg05085844,0.59,1.68E-04,0.246,1.000,chr7,951544,ADAP1,Body
cg10616300,-0.34,1.68E-04,0.246,1.000,chr11,66138557,SLC29A2,Body
cg25161512,0.28,1.68E-04,0.246,1.000,chr7,95026066,PON3,TSS1500
cg26307728,0.22,1.70E-04,0.247,1.000,chr1,156081268,,
cg25542907,0.29,1.70E-04,0.247,1.000,chr2,38977782,SFRS7,Body
cg17288131,0.31,1.70E-04,0.247,1.000,chr22,47251884,TBC1D22A;TBC1D22A;TBC1D22A;TBC1D22A;TBC1D22A,Body;Body;Body;Body;Body
cg04201373,0.26,1.71E-04,0.247,1.000,chr6,33551533,GGNBP1,Body
cg21091197,0.33,1.71E-04,0.247,1.000,chr14,100141933,HHIPL1,Body
cg11332363,0.46,1.71E-04,0.247,1.000,chr19,54023999,ZNF331,TSS200
cg03774708,-0.22,1.72E-04,0.247,1.000,chr3,33155642,CRTAP,1stExon
cg18666101,0.67,1.72E-04,0.247,1.000,chr11,33529684,,
cg14414541,0.29,1.72E-04,0.247,1.000,chr19,45531951,RELB,Body
cg14483777,0.29,1.73E-04,0.248,1.000,chr12,91900344,,
cg00613788,0.26,1.73E-04,0.248,1.000,chr2,101175596,,
cg27421102,0.35,1.75E-04,0.248,1.000,chr8,39042915,ADAM32,Body
cg20990511,0.25,1.75E-04,0.248,1.000,chr1,236369876,GPR137B,Body
cg15703422,0.27,1.76E-04,0.248,1.000,chr7,100176855,LRCH4;LRCH4,Body;Body
cg25961601,0.29,1.76E-04,0.248,1.000,chr14,39530789,SEC23A,Body
cg04752871,0.29,1.77E-04,0.248,1.000,chr2,121412432,,
cg04499391,0.19,1.77E-04,0.248,1.000,chr8,140931946,TRAPPC9;TRAPPC9,Body;Body
cg07535244,0.33,1.78E-04,0.248,1.000,chr16,64397612,,
cg09839654,0.31,1.78E-04,0.248,1.000,chr16,48456508,MIR5095,Body
cg15133448,0.43,1.79E-04,0.248,1.000,chr10,95327325,GPR120,Body
cg24423230,0.26,1.80E-04,0.248,1.000,chr20,50794730,ZFP64;ZFP64;ZFP64;ZFP64,Body;Body;Body;Body
cg15377933,0.21,1.80E-04,0.248,1.000,chr17,77960007,TBC1D16,Body
cg02521059,0.29,1.81E-04,0.248,1.000,chr18,74672076,ZNF236;ZNF236,Body;Body
cg11118520,0.43,1.81E-04,0.248,1.000,chr6,10491926,,
cg12360933,0.25,1.81E-04,0.248,1.000,chr5,43289200,HMGCS1;HMGCS1,3'UTR;3'UTR
cg15254876,0.21,1.81E-04,0.248,1.000,chr10,77055082,,
cg05169951,0.28,1.81E-04,0.248,1.000,chr16,3017955,KREMEN2;PAQR4;KREMEN2,Body;TSS1500;Body
cg19585310,0.27,1.82E-04,0.248,1.000,chr6,163742833,LOC285796,Body
cg09146577,0.25,1.82E-04,0.248,1.000,chr10,105004634,LOC729020,TSS1500
cg25365849,0.26,1.82E-04,0.248,1.000,chr22,44351685,SAMM50,Body
cg14417782,0.24,1.83E-04,0.248,1.000,chr2,151023084,,
cg24066259,0.45,1.83E-04,0.248,1.000,chr11,6281383,CCKBR,Body
